"Category";"CommonName";"FullName";"ShortName";"OrgInfo";"ObjectAddress";"ChiefOrg";"ChiefName";"ChiefPosition";"PublicPhone";"Fax";"Email";"WorkingHours";"ClarificationOfWorkingHours";"WebSite";"NumOfSeats";"NumOfReaders";"NumOfVisitors";"global_id";"geoData";"geodata_center";
"Библиотека";"Библиотека №11 имени Д. В. Давыдова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №11 имени Д. В. Давыдова";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №11 имени Д. В. Давыдова";"nested data";"nested data";"Префектура Центрального административного округа";"Свешникова Мария Сергеевна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"С 16 апреля 2023 г. библиотека работает по основному графику. График работы отдела по адресу: 123290. г. Москва. проезд Шмитовский. д. 46. корп. 2: Вторник – суббота 12.00 – 21.00. Воскресенье – 12.00 - 20.00. Понедельник – выходной. Санитарный день – последний вторник месяца.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"";"5352";"33858";"2639269941";"{coordinates=[[37.522669053, 55.753647765], [37.520024395, 55.75608691]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №45";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Детская библиотека №45";"ГБУ г. Москвы «ОКЦ САО». Детская библиотека №45";"nested data";"nested data";"Префектура Северного административного округа";"Назмутдинова Алина Равильевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"32";"1001";"10430";"2639269944";"{coordinates=[[37.480896494, 55.844063682]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №114";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Детская библиотека №114";"ГБУ г. Москвы «ОКЦ ЮВАО». Детская библиотека №114";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Якшибаева Резида Зайнетдиновна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.";"cbsuvao.ru";"80";"801";"19109";"2639269950";"{coordinates=[[37.742389746, 55.715345889]], type=MultiPoint}";"";
"Библиотека";"Библиотека №19 имени Ф. М. Достоевского";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №19 имени Ф. М. Достоевского";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №19 им. Ф. М. Достоевского";"nested data";"nested data";"Префектура Центрального административного округа";"Анисимова Ольга Геннадьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Библиотека работает по основному графику. График работы отдела по адресу: 105062. г. Москва. улица Макаренко. д. 1/19: Вторник - суббота 12.00-20.00. Воскресенье. понедельник – выходной. Санитарный день – последний вторник месяца.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"";"8478";"60736";"2639269963";"{coordinates=[[37.646854031, 55.760307202], [37.646195903, 55.761203847], [37.646944188, 55.760011873], [37.646980095, 55.760126102]], type=MultiPoint}";"";
"Библиотека";"Библиотека №149";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №149";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №149";"nested data";"nested data";"Префектура Южного административного округа";"Григорьева Елена Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"kulturauao.ru";"32";"3084";"18788";"2639269964";"{coordinates=[[37.744273162, 55.603998519]], type=MultiPoint}";"";
"Библиотека";"Библиотека №194";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №194";"ГБУ г. Москвы «Атлант». Библиотека №194";"nested data";"nested data";"Префектура Юго-западного административного округа";"Филатова Анна Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Помещение по адресу: Вокзальная пл..д.2.стр.2 - закрыто на ремонт. Последний вторник месяца санитарный день.";"kulturauzao.ru";"15";"4126";"23294";"2639269965";"{coordinates=[[37.562317466, 55.544120454]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №219";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Детская библиотека №219";"ГБУ г. Москвы «ОКЦ ЗАО». Детская библиотека №219";"nested data";"nested data";"Префектура Западного административного округа";"Соболева Ирина Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"11";"2020";"13300";"2639269966";"{coordinates=[[37.458687124, 55.680063069]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 80";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 80";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 80";"nested data";"nested data";"Префектура Восточного административного округа";"Бабикова Елена Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"40";"1362";"12038";"2639269974";"{coordinates=[[37.837342842, 55.779256328]], type=MultiPoint}";"";
"Библиотека";"Библиотека №186 им. С. Есенина";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №186 им. С. Есенина";"ГБУ г. Москвы «Атлант». Библиотека №186 им. С. Есенина";"nested data";"nested data";"Префектура Юго-западного административного округа";"Булгакова Ирина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturauzao.ru";"16";"3825";"40257";"2639269975";"{coordinates=[[37.572680478, 55.680421601]], type=MultiPoint}";"";
"Библиотека";"Дом Лосева";"Государственное бюджетное учреждение культуры города Москвы «Дом А.Ф. Лосева - научная библиотека и мемориальный музей»";"ГБУК г. Москвы «Дом Лосева»";"nested data";"nested data";"Департамент культуры города Москвы";"Коптев-Дворников Владимир Евгеньевич";"директор";"nested data";"nested data";"nested data";"nested data";"Последний вторник каждого месяца -санитарный день. Философский Центр «ИДЕЯ» ул. Новорогожская д. 5 Вт-Сб 10:00-22:00 Вс. Пн - выходной.";"domloseva.ru";"49";"8500";"34600";"2639269976";"{coordinates=[[37.592391888, 55.749545042], [37.679932, 55.743169]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №177";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Детская библиотека №177";"ГБУ г. Москвы «Атлант». Детская библиотека №177";"nested data";"nested data";"Префектура Юго-западного административного округа";"Жучкина Нина Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: Последний вторник месяца";"kulturauzao.ru";"37";"4356";"43502";"2639269977";"{coordinates=[[37.547919368, 55.696495556]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 89";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 89";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 89";"nested data";"nested data";"Префектура Восточного административного округа";"Дегтярёва Ирина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"32";"1218";"11480";"2639269978";"{coordinates=[[37.867557231, 55.817247054]], type=MultiPoint}";"";
"Библиотека";"Библиотека №117";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №117";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №117";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Якушкина Мария Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день. График работы библиотеки по адресу: ул.Рождественская. д.12 - вт-вс 12:00-20:00. пн выходной.";"cbsuvao.ru";"66";"1809";"23404";"2639269979";"{coordinates=[[37.921792483, 55.686251408], [37.916922963, 55.702473402]], type=MultiPoint}";"";
"Библиотека";"Библиотека №62 имени Пабло Неруды";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №62 имени Пабло Неруды";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №62 имени Пабло Неруды";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Дремкова Марина Евгеньевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"График работы библиотеки №62 по адресу проспект Мира. д. 180: вторник-суббота 12:00-22:00. воскресенье 12:00-20:00. понедельник - выходной. санитарный день - последний вторник месяца";"культурасвао.рф";"48";"2029";"28147";"2639269980";"{coordinates=[[37.645839691, 55.823921689], [37.640259694, 55.835937982]], type=MultiPoint}";"";
"Библиотека";"Библиотека №171";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №171";"ГБУ г. Москвы «Атлант». Библиотека №171";"nested data";"nested data";"Префектура Юго-западного административного округа";"Филатова Анна Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"";"kulturauzao.ru";"47";"7878";"66100";"2639269986";"{coordinates=[[37.53029292, 55.60446615], [37.518315744, 55.597048273]], type=MultiPoint}";"";
"Библиотека";"Библиотека №173";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №173";"ГБУ г. Москвы «Атлант». Библиотека №173";"nested data";"nested data";"Префектура Юго-западного административного округа";"Волкова Людмила Васильевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturauzao.ru";"40";"2450";"23101";"2639269992";"{coordinates=[[37.489195084, 55.627628598]], type=MultiPoint}";"";
"Библиотека";"Библиотека №142";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №142";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №142";"nested data";"nested data";"Префектура Южного административного округа";"Чубрикова Елена Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последняя пятница месяца - санитарный день.";"kulturauao.ru";"23";"3636";"28344";"2639269993";"{coordinates=[[37.667876536, 55.575944236]], type=MultiPoint}";"";
"Библиотека";"Библиотека №64";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №64";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №64";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Гочияева Инара Казбековна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"культурасвао.рф";"48";"888";"27269";"2639269994";"{coordinates=[[37.571994876, 55.877506754]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №40";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Детская библиотека №40";"ГБУ г. Москвы «ОКЦ САО». Детская библиотека №40";"nested data";"nested data";"Префектура Северного административного округа";"Астахова Светлана Михайловна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"36";"1172";"19793";"2639270000";"{coordinates=[[37.581628072, 55.793666523], [37.566840404, 55.80203905]], type=MultiPoint}";"";
"Библиотека";"Центральная детская библиотека №46 им. И.З. Сурикова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Центральная детская библиотека №46 им. И.З. Сурикова";"ГБУ г. Москвы «ОКЦ САО». Центральная детская библиотека №46 им. И.З. Сурикова";"nested data";"nested data";"Префектура Северного административного округа";"Исаева Зоя Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Режим работы: Новопетровская. д. 16А ВТ - СБ 12.00-21.00. ВС -12.00-20.00; Коптевская. д. 26. корп. 6 ВТ - СБ 12.00-22.00. ВС -12.00-20.00 ПН - выходной., Михалковская. д. 15  ВТ - СБ 12.00-20.00. ВС - выходной. Последний вторник месяца - санитарный день.";"kulturasao.ru";"69";"2132";"41489";"2639270001";"{coordinates=[[37.523025703, 55.835353559], [37.526263213, 55.839538608], [37.523926925, 55.826610267]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №43- Культурный центр В.Ю. Драгунского";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Детская библиотека №43- Культурный центр В.Ю. Драгунского";"ГБУ г. Москвы «ОКЦ САО». Детская библиотека №43- Культурный центр В.Ю. Драгунского";"nested data";"nested data";"Префектура Северного административного округа";"Денисова Татьяна Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"27";"954";"16091";"2639270003";"{coordinates=[[37.511751163, 55.785648351]], type=MultiPoint}";"";
"Библиотека";"Библиотека №65 имени М.М.Пришвина";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №65 имени М.М. Пришвина";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №65 им. М.М.Пришвина";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Бояркина Татьяна Михайловна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Библиотека закрыта на капитальный ремонт. Обслуживание населения ведется в помещении ОСП &quot;КЦ &quot;Северный&quot;. Санитарный день - последний вторник месяца.";"культурасвао.рф";"";"";"";"2639270015";"{coordinates=[[37.552357125, 55.937663503]], type=MultiPoint}";"";
"Библиотека";"Библиотека №109";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №109";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №109";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Бухарова Татьяна Васильевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Режим работы библиотеки по адресу: г. Москва. Волгоградский просп.. д.191: ср - 12:00-20:00. пн.. вн.. чт.. пт.. сб. вс. - выходной. Последний вторник месяца - санитарный день";"cbsuvao.ru";"94";"606";"24077";"2639270020";"{coordinates=[[37.818778956, 55.693141778], [37.826166367, 55.696045088]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 95";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 95";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 95";"nested data";"nested data";"Префектура Восточного административного округа";"Новикова Людмила Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Обслуживание не ведется. Библиотека закрыта на капитальный ремонт.";"kulturavao.ru";"20";"1129";"14993";"2639270021";"{coordinates=[[37.800127482, 55.747078219]], type=MultiPoint}";"";
"Библиотека";"Библиотека №116";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №116";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №116";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Пилипенко Наталия Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"cbsuvao.ru";"50";"448";"14658";"2639270026";"{coordinates=[[37.708832542, 55.733557003]], type=MultiPoint}";"";
"Библиотека";"Библиотека №174";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №174";"ГБУ г. Москвы «Атлант». Библиотека №174";"nested data";"nested data";"Префектура Юго-западного административного округа";"Добров Евгений Валерьевич";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturauzao.ru";"22";"2501";"23115";"2639270031";"{coordinates=[[37.535996865, 55.669989824]], type=MultiPoint}";"";
"Библиотека";"Библиотека №266 имени К.И. Чуковского";"Государственное бюджетное учреждение города Москвы «Центр досуга и спорта Троицкого и Новомосковского административных округов города Москвы». Библиотека №266 имени К.И. Чуковского";"ГБУ «ЦДС ТиНАО». Библиотека №266 имени К.И. Чуковского";"nested data";"nested data";"Префектура Троицкого и Новомосковского административных округов";"Хлыстова Ольга Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturatinao.ru";"15";"678";"9216";"2639270032";"{coordinates=[[37.330995557, 55.659028312]], type=MultiPoint}";"";
"Библиотека";"Центральная детская библиотека №66";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Центральная детская библиотека №66";"ГБУ г. Москвы «ОКЦ СВАО». Центральная детская библиотека №66";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Кирина Ирина Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"культурасвао.рф";"";"";"";"2639270033";"{coordinates=[[37.678141999, 55.890137958]], type=MultiPoint}";"";
"Библиотека";"Центральная детская библиотека №104";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Центральная детская библиотека №104";"ГБУ г. Москвы «ОКЦ ЮВАО». Центральная детская библиотека №104";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Кретинина Марина Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день.";"cbsuvao.ru";"65";"1325";"29354";"2639270034";"{coordinates=[[37.790074563, 55.713639728]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 143";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №143";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №143";"nested data";"nested data";"Префектура Южного административного округа";"Татьяна Алексеевна Сутурина";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последный вторник месяца - санитарный день. По адресу улица Кировоградская. дом 44. корпус 2 - вт-чт. 15:00-19:00. сб. вс. пн - выходной. По адресу Чертановская ул.. дом 52. корп. 2 - закрыто. По адресу Чертановская 66. к.4 - вт-сб с 12:00-21:00. вс-12:00-20:00. пн - выходной.";"kulturauao.ru";"24";"6972";"51998";"2639270045";"{coordinates=[[37.593334531, 55.597249215], [37.585925677, 55.604557278], [37.582974546, 55.597460145], [37.595610673, 55.608499409]], type=MultiPoint}";"";
"Библиотека";"Библиотека №24 имени Назыма Хикмета";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Библиотека №24 имени Назыма Хикмета";"ГБУ г. Москвы «ОКЦ САО». Библиотека №24 имени Назыма Хикмета";"nested data";"nested data";"Префектура Северного административного округа";"Судьина Галина Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"8";"411";"10629";"2639270053";"{coordinates=[[37.513002371, 55.792930228]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №244";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Детская библиотека №244";"ГБУ г. Москвы «ОКЦ СЗАО». Детская библиотека №244";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Овчинникова Мария Алексеевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturaszao.ru";"20";"1658";"9566";"2639270055";"{coordinates=[[37.4879848, 55.790679541]], type=MultiPoint}";"";
"Библиотека";"Библиотека №73 - Культурный центр академика Д.С. Лихачева";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека №73 Культурный центр академика Д.С. Лихачева";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека №73 - Культурный центр академика Д.С. Лихачева";"nested data";"nested data";"Префектура Восточного административного округа";"Цигвинцева Лариса Григорьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturavao.ru";"30";"513";"9101";"2639270066";"{coordinates=[[37.796345567, 55.814508311]], type=MultiPoint}";"";
"Библиотека";"Библиотека №7 Культурный центр имени А. де Сент-Экзюпери";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №7 Культурный центр имени А. де Сент-Экзюпери";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №7 Культурный центр имени А. де Сент-Экзюпери";"nested data";"nested data";"Префектура Центрального административного округа";"Ковальчук Ольга Макарьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"32";"3768";"28530";"2639270067";"{coordinates=[[37.66455508, 55.782142561]], type=MultiPoint}";"";
"Библиотека";"Библиотека №34 им. А.А. Вознесенского";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Библиотека №34 им. А.А. Вознесенского";"ГБУ г. Москвы «ОКЦ САО». Библиотека №34 им. А.А. Вознесенского";"nested data";"nested data";"Префектура Северного административного округа";"Астахова Светлана Михайловна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"28";"666";"8287";"2639270068";"{coordinates=[[37.576549267, 55.794220968]], type=MultiPoint}";"";
"Библиотека";"Библиотека №58";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №58";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №58";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Литвиненко Наталья Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"График работы библиотеки по адресу Анадырский проезд. д. 39. к. 2: вторник-суббота 12:00-20:00. воскресенье 12:00-18:00. понедельник - выходной. санитарный день — последний вторник месяца";"культурасвао.рф";"64";"81";"158";"2639270069";"{coordinates=[[37.691252637, 55.870222638], [37.687147474, 55.88049482]], type=MultiPoint}";"";
"Библиотека";"Библиотека №12 имени И. А. Бунина";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №12 имени И. А. Бунина";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №12 имени И. А. Бунина";"nested data";"nested data";"Префектура Центрального административного округа";"Ледовских Светлана Васильевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Библиотека работает по основному графику. График работы отдела по адресу: 123022. г. Москва. переулок Нововаганьковский. д. 22: Вторник - суббота 10.00-21.00. Воскресенье 10.00 – 20.00. Понедельник – выходной. Санитарный день – последний вторник месяца.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"65";"9109";"54369";"2639270070";"{coordinates=[[37.557858336, 55.758287892], [37.564656353, 55.75939521]], type=MultiPoint}";"";
"Библиотека";"Библиотека №129";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №129";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №129";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Рыженко Дмитрий Юрьевич";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день.";"cbsuvao.ru";"50";"1555";"34609";"2639270071";"{coordinates=[[37.748972392, 55.658326414]], type=MultiPoint}";"";
"Библиотека";"Библиотека №72";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека №72";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека №72";"nested data";"nested data";"Префектура Восточного административного округа";"Архипова Ирина Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"84";"1752";"24730";"2639270077";"{coordinates=[[37.828057405, 55.817841514], [55.823820491, 37.819456869], [37.826783813, 55.822703394]], type=MultiPoint}";"";
"Библиотека";"Библиотека №187";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №187";"ГБУ г. Москвы «Атлант». Библиотека №187";"nested data";"nested data";"Префектура Юго-западного административного округа";"Рыбакова Мария Евгеньевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturauzao.ru";"25";"4025";"33629";"2639270078";"{coordinates=[[37.511253571, 55.638814592]], type=MultiPoint}";"";
"Библиотека";"Центральная библиотека №249";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Зеленоградского административного округа». Центральная библиотека №249";"ГБУ г. Москвы «ОКЦ ЗелАО». Центральная библиотека №249";"nested data";"nested data";"Префектура Зеленоградского административного округа";"Робенкова Лариса Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Детское отделение. график работы: вт.-сб. - 10:00-21:00. Санитарный день - последний вторник месяца";"kulturazelao.ru";"65";"1043";"20648";"2639270079";"{coordinates=[[37.230567145, 55.988599696]], type=MultiPoint}";"";
"Библиотека";"Библиотека №3";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №3";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №3";"nested data";"nested data";"Префектура Центрального административного округа";"Лобов Алексей Викторович";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"95";"10500";"65829";"2639270089";"{coordinates=[[37.58268218, 55.752901043]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №153";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Детская библиотека №153";"ГБУ г. Москвы «ОКЦ ЮАО». Детская библиотека №153";"nested data";"nested data";"Префектура Южного административного округа";"Котельникова Маргарита Константиновна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последняя пятница месяца - санитарный день";"kulturauao.ru";"";"";"";"2639270091";"{coordinates=[[37.753725266, 55.621616397]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека № 99";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Детская библиотека № 99";"ГБУ г. Москвы «ОКЦ ВАО». Детская библиотека № 99";"nested data";"nested data";"Префектура Восточного административного округа";"Корзина Алёна Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"5";"1035";"13432";"2639270092";"{coordinates=[[37.687823391, 55.7974416]], type=MultiPoint}";"";
"Библиотека";"Библиотека №160";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №160";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №160";"nested data";"nested data";"Префектура Южного административного округа";"Есин Александр Борисович";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца. Библиотека по адресу Булатниковский проезд. д.2В. корп.6 закрыта по техническим причинам.";"kulturauao.ru";"32";"3525";"29838";"2639270093";"{coordinates=[[37.649770496, 55.581676579]], type=MultiPoint}";"";
